"NGÂN HÀNG NÔNG NGHIỆP
 VÀ PHÁT TRIỂN NÔNG THÔN VIỆT NAM",,,,"CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc",,,
193,"Theo Quy trình 2232/QTr-NHNo-RRTD ngày 31/7/2024, căn cứ thông báo của HĐ XLRR Trụ sở chính, chi nhánh phải thực hiện việc hạch toán trích lập, hoàn nhập dự phòng như thế nào là đúng theo quy định?",Chi nhánh thực hiện ngay sau khi nhận được Thông báo của Hội đồng Xử lý rủi ro Trụ sở chính,Trong thời hạn 03 ngày kể từ ngày nhận được Thông báo của Hội đồng Xử lý rủi ro Trụ sở chính,Trong thời hạn 05 ngày kể từ ngày nhận được Thông báo của Hội đồng Xử lý rủi ro Trụ sở chính,Trụ sở chính không quy định thời hạn thực hiện,1,Khoản 3 Điều 13   Quy trình 2232/QTr-NHNo-RRTD ngày 31/7/2024
194,"Theo Quy trình 2232/QTr-NHNo-RRTD ngày 31/7/2024, việc đề xuất sử dụng dự phòng để XLRR tại Chi nhánh loại I thực hiện định kỳ theo thời gian nào?",Hằng năm,Hằng quý,Hằng tháng,,3,Điều 15 Quy trình 2232/QTr-NHNo-RRTD ngày 31/7/2024
195,"Theo nội dung sửa đổi, bổ sung tại Quy trình 1035/QTr-NHNo-RRTD ngày 31/3/2025, đối với khoản nợ đề nghị XLRR tại Phòng Giao dịch, Chi nhánh loại II, loại I người thực hiện ký lập hồ sơ đề nghị sử dụng dự phòng để XLRR tại mẫu 7A/7B,11 là ai?",Người phê duyệt xử lý KCTDCVĐ,Người kiểm soát KCTDCVĐ,Người Quản lý KCTDCVĐ,,3,"Điểm 1, Khoản 7 Điều 1 Quy trình 1035/QTr-NHNo-RRTD ngày 31/3/2025 sửa đổi bổ sung một số điều tại Quy trình 2232/QTr-NHNo-RRTD ngày 31/7/2024"
196,"Theo Quy trình 2232/QTr-NHNo-RRTD ngày 31/7/2024, nếu phương án xử lý thu hồi nợ đã xử lý rủi ro đang thực hiện không có hiệu quả thì thời gian Agribank nơi cấp tín dụng phải rà soát, đánh giá lại và xem xét điều chỉnh phương án xử lý thu hồi nợ đối với khoản nợ đã XLRR là như thế nào?",Tối thiểu 03 tháng một lần,Tối thiểu 04 tháng một lần,Tối thiểu 05 tháng một lần,Tối thiểu 06 tháng một lần,1,"Khoản 2, Điều 24  Quy trình 2232/QTr-NHNo-RRTD ngày 31/7/2024"
197,"Theo Quy trình 2232/QTr-NHNo-RRTD ngày 31/7/2024, hồ sơ xuất toán nợ đã XLRR ra khỏi ngoại bảng bao gồm những gì?",Hồ sơ đề nghị xuất toán do Agribank nơi cấp tín dụng trình,"Phê duyệt của HĐTV, Bộ tài chính, NHNN về việc xuất toán khỏi ngoại bảng đối với nợ đã XLRR","Danh mục hồ sơ, các loại Mẫu biểu xuất toán nợ đã XLRR ra khỏi ngoại bảng do Tổng Giám đốc quy định và hướng dẫn phù hợp với quy định của NHNN trong từng thời kỳ",Tất cả đáp án trên.,4,Khoản 2 Điều 29 Quy trình 2232/QTr-NHNo-RRTD ngày 31/7/2024
198,"Theo  Quy trình 1035/QTr-NHNo-RRTD ngày 31/3/2025 trường hợp khách hàng là tổ chức bị giải thể hoặc phá sản, hồ sơ đề nghị XLRR cần bổ sung thêm những giấy tờ gì ",Bản gốc Quyết định tuyên bố phá sản của Tòa Án,Bản gốc hoặc bản sao được chứng thực hoặc bản sao từ sổ gốc Quyết định tuyên bố phá sản của Tòa Án hoặc quyết định giải thể doanh nghiệp theo quy định của Pháp luật,Bản sao Quyết định tuyên bố phá sản của Tòa Án,Bản gốc hoặc bản sao được chứng thực hoặc bản sao quyết định giải thể doanh nghiệp theo quy định của Pháp luật,2,"Mục 2, Điểm 11, Khoản 11, Điều 1 Quy trình 1035/QTr-NHNo-RRTD ngày 31/3/2025 sửa đổi bổ sung một số điều tại Quy trình 2232/QTr-NHNo-RRTD ngày 31/7/2024"
199,"Theo văn bản 9124/HD-NHNo-QLN ngày 19/10/2021, đối với khoản nợ thấu chi đề nghị XLRR, Chi nhánh cần thực hiện chốt số dư tại thời điểm nào?",Ngày cuối cùng của tháng trước liền kề,Ngày đầu tiên của tháng trước liền kề,Bất kỳ  ngày nào trong tháng,,1,Văn bản 9124/HD-NHNo-QLN ngày 19/10/2021
200,"Theo văn bản 9124/HD-NHNo-QLN ngày 19/10/2021, nhận định nào sau đây là đúng đối với việc chốt số dư các khoản nợ thẻ tín dụng khi đề nghị XLRR?","Hàng tháng, Chi nhánh rà soát và lập Tờ trình đề nghị tạm ngừng chạy nhập lãi, phí vào dư nợ gốc gửi Trung tâm Thẻ ",Chi nhánh không cần thực hiện chốt số dư đối với khoản nợ thẻ tín dụng đề nghị XLRR,Chi nhánh thực hiện đăng ký tài khoản nợ khó đòi đối với khoản nợ thẻ tín dụng đề nghị XLRR trên Ipcas,,1,Văn bản 9124/HD-NHNo-QLN ngày 19/10/2021
201,"Theo văn bản 9124/HD-NHNo-QLN ngày 19/10/2021, nhận định nào sau đây là đúng về việc sử dụng dự phòng để XLRR đối với khoản nợ thẻ tín dụng, thấu chi đề nghị XLRR?",Được XLRR từng phần đối với khoản nợ,Không XLRR từng phần đối với khoản nợ,Khoản nợ phải được trích lập dự phòng rủi ro đầy đủ,Đáp án 2 và 3,4,"Điểm c, Khoản 2, Văn bản số 9124/HD-NHNo-QLN ngày 19/10/2021"
202,"Theo quy định 25/QyĐ-NHNo-TD ngày 13/1/2022, việc xác định trách nhiệm cá nhân, bộ phận có liên quan đến khoản cấp tín dụng có vấn đề được thực hiện khi nào?",Khi không thu được nợ,Khi có đoàn kiểm tra,"Tùy từng khoản nợ, việc xem xét trách nhiệm có thể được thực hiện khi khoản cấp tín dụng chuyển sang KCTDCVĐ hoặc có thể xem xét nhiều lần theo diễn biến thực tế nhưng tối thiểu phải thực hiện một lần trước khi KCTDCVĐ được xử lý rủi ro",Khi khoản nợ phát sinh nợ xấu,3,Khoản 4 Điều 30 Quy định 25/QyĐ-NHNo-TD ngày 13/01/2022
203,"Theo Quy định số 25/QyĐ-NHNo-TD ngày 13/01/2022, Thành phần Hội đồng xem xét trách nhiệm liên quan đến khoản cấp tín dụng có vấn đề tại Chi nhánh loại II không bao gồm người nào sau đây?",Giám đốc/ Phó Giám đốc Chi nhánh loại I,Lãnh đạo Bộ phận quản lý KCTDCVĐ,Lãnh đạo Phòng Kế toán và Ngân quỹ,Giám đốc Phòng Giao dịch có KCTDCVĐ quản lý tại Phòng giao dịch ,1,"Căn cứ Khoản 4, Điều 31, Quy định 25/QyĐ-NHNo-TD ngày 13/01/2022 về Quản lý các KCTDCVĐ"
204,"Theo Quy định số 25/QyĐ-NHNo-TD, Người quản lý khoản cấp tín dụng có vấn đề không phải là:",Người thẩm định khoản cấp tín dụng đó,Người quyết định cấp tín dụng khoản cấp tín dụng đó,Người quan hệ khách hàng đối với khoản cấp tín dụng đó,,1,"Căn cứ Khoản 3, Điều 3 Quy định số 25/QyĐ- NHNo-TD ngày 13/01/2022 Quy định Quản lý các khoản cấp tín dụng có vấn đề"
205,Theo Quy định số 25/QyĐ-NHNo-TD thì Người kiểm soát khoản cấp tín dụng có vấn đề không phải là:,Người thẩm định và người quyết định cấp tín dụng khoản cấp tín dụng đó,"Người quan hệ khách hàng, người quyết định cấp tín dụng khoản cấp tín dụng đó",Người quan hệ khách hàng và người thẩm định đối với khoản cấp tín dụng đó,,3,"Căn cứ Khoản 4, Điều 3 Quy định số 25/QyĐ- NHNo-TD ngày 13/01/2022 Quy định Quản lý các khoản cấp tín dụng có vấn đề"
206,Theo Quy định số 25/QyĐ-NHNo-TD ngày 13/01/2022 thì Người phê duyệt xử lý khoản cấp tín dụng có vấn đề không phải là người nào sau đây?,Người thẩm định và người quyết định cấp tín dụng khoản cấp tín dụng đó.,"Người quan hệ khách hàng, người quyết định cấp tín dụng khoản cấp tín dụng đó",Người quan hệ khách hàng và người thẩm định đối với khoản cấp tín dụng đó,,1,"Căn cứ Khoản 5, Điều 3 QĐ 25/QyĐ-NHNo-TD Quy định Quản lý các khoản cấp tín dụng có vấn đề"
207,"Theo Quy định số 25/QyĐ-NHNo-TD, thời gian Agribank nơi cấp tín dụng phải đánh giá và cập nhật tình trạng khoản cấp tín dụng có vấn đề?","Ít nhất 01 tháng một lần đối với nợ nội bảng, 03 tháng một lần đối với nợ ngoại bảng hoặc đột xuất","Ít nhất 03 tháng một lần đối với nợ nội bảng, 06 tháng một lần đối với nợ ngoại bảng hoặc đột xuất",Ít nhất 06 tháng 1 lần hoặc đột xuất,Ít nhất 09 tháng 1 lần hoặc đột xuất,1,"Căn cứ Khoản 1, Điều 11 QĐ 25/QyĐ-NHNo-TD Quy định Quản lý các khoản cấp tín dụng có vấn đề"
208,"Theo Quy định số 25/QyĐ-NHNo-TD ngày 13/01/2022, Nguyên tắc quản lý khoản cấp tín dụng có vấn đề bao gồm: ","Agribank nhận diện, quản lý, theo dõi, xây dựng, phê duyệt Phương án xử lý thu hồi KCTDCVĐ ngay khi khoản cấp tín dụng chuyển sang KCTDCVĐ và được tổ chức thực hiện theo phân công, phân cấp cụ thể từng thời kỳ từ TSC đến CN ","Phương án xử lý thu hồi KCTDCVĐ phải có tính khả thi và thời hạn thực hiện cụ thể; xác định rõ trách nhiệm, quyền hạn của cá nhân, đơn vị có liên quan trong việc thực hiện quản lý và xử lý KCTDCVĐ ","Thủ tục, thẩm quyền phê duyệt các biện pháp xử lý KCTDCVĐ cụ thể như: Xử lý TSBĐ, miễn, giảm lãi, phí; bán khoản nợ; chuyển KCTDCVĐ cho Chi nhánh đầu mối xử lý nợ và các biện pháp xử lý khác thực hiện theo quy định của Agribank trong từng thời kỳ ",Tất cả các đáp án trên,4,Điều 4 Quy định số 25/QyĐ-NHNo-TD ngày 13/01/2022 của Tổng Giám đốc
209,"Theo Quy định số 25/QyĐ-NHNo-TD ngày 13/01/2022, Giám đốc Chi nhánh loại II phê duyệt Phương án xử lý thu hồi KCTD CVĐ đối với trường hợp nào?",Các KCTDCVĐ thuộc thẩm quyền quyết định cấp tín dụng của Chi nhánh loại II,Các KCTDCVĐ thuộc thẩm quyền quyết định cấp tín dụng của Giám đốc PGD do Chi nhánh loại II trực tiếp quản lý,Các KCTDCVĐ chi nhánh loại I phê duyệt vượt thẩm quyền cấp tín dụng do Chi nhánh loại II trình vượt thẩm quyền,Đáp án 1 và 2,4,Điều 20 Quy định số 25/QyĐ-NHNo-TD ngày 13/01/2022 của Tổng Giám đốc
210,"Theo Quy định số 25/QyĐ-NHNo-TD ngày 13/01/2022, thời gian hoàn thành việc xây dựng, phê duyệt Phương án xử lý thu hồi KCTD CVĐ tại Agribank nơi cấp tín dụng tối đa bao nhiêu ngày làm việc?",10 ngày,15 ngày ,20 ngày ,25 ngày ,1,"Khoản a, điểm 1, điều 21 Quy định số 25/QyĐ-NHNo-TD ngày 13/01/2022 của Tổng Giám đốc"
211,"Theo Quy chế số 575/HĐTV-TD ngày 29/9/2020 và các văn bản sửa đổi bổ sung thẩm quyền miễn, giảm lãi, phí của Hội đồng miễn giảm lãi, phí Chi nhánh loại I tối đa đối với một khách hàng là bao nhiêu?",Tối đa 5 tỷ đồng,Tối đa 10 tỷ đồng,"Tối đa 50% phí, lãi phạt quá hạn","Tối đa 100% phí, lãi phạt quá hạn",4,"Điểm a, Khoản 3  Điều 7 Quy chế số 575/HĐTV-TD ngày 29/9/2020"
212,"Theo Quy chế số 575/HĐTV-TD ngày 29/9/2020, và các văn bản sửa đổi bổ sung, thẩm quyền miễn, giảm lãi, phí tối đa của Hội đồng miễn, giảm lãi, phí tại Chi nhánh loại I hạng 2 và tạm xếp hạng 2 tối đa đối với phần lãi trong hạn và phần lãi tính theo mức lãi suất trong hạn của thời gian quá hạn của 01 cá nhân có nợ xấu là bao nhiêu?",3 tỷ đồng ,4 tỷ đồng ,5 tỷ đồng ,1 tỷ đồng ,4,Khoản 3 Điều 7 QĐ 575/QĐ-HĐTV-TD ngày 29/9/2020
213,"Theo Quy chế số 575/HĐTV-TD ngày 29/9/2020và các văn bản sửa đổi bổ sung, thẩm quyền miễn, giảm lãi, phí tối đa của Hội đồng miễn, giảm lãi, phí tại Chi nhánh loại I hạng 1 và tạm xếp hạng 1 đối với phần lãi trong hạn và phần lãi tính theo mức lãi suất trong hạn của thời gian quá hạn của 01 pháp nhân có nợ xấu là bao nhiêu?",5 tỷ đồng,4 tỷ đồng ,3 tỷ đồng ,2 tỷ đồng ,1,Khoản 3 Điều 7 QĐ 575/QĐ-HĐTV-TD ngày 29/9/2020
214,"Theo Quy chế số 575/HĐTV-TD ngày 29/9/2020,và các văn bản sửa đổi bổ sung, thẩm quyền miễn, giảm lãi, phí tối đa của Hội đồng miễn, giảm lãi, phí tại Chi nhánh loại I hạng 1 và tạm xếp hạng 1 đối với phần lãi trong hạn và phần lãi tính theo mức lãi suất trong hạn của thời gian quá hạn của 01 cá nhân có nợ xấu là bao nhiêu?",2 tỷ đồng,1 tỷ đồng ,6 tỷ đồng ,8 tỷ đồng ,2,Khoản 3 Điều 7 QĐ 575/QĐ-HĐTV-TD ngày 29/9/2020
215,"Theo Quy chế số 575/HĐTV-TD ngày 29/9/2020 và các văn bản sửa đổi bổ sung, thẩm quyền miễn, giảm lãi, phí tối đa của Hội đồng miễn, giảm lãi, phí tại Chi nhánh loại I hạng 1 đối với phần lãi trong hạn và phần lãi tính theo mức lãi suất trong hạn của thời gian quá hạn của 01 cá nhân có nợ đã xử lý rủi ro từ 5 năm trở lên là bao nhiêu: ",8 tỷ đồng ,10 tỷ đồng ,6 tỷ đồng ,4 tỷ đồng ,4,Khoản 3 Điều 7 QĐ 575/QĐ-HĐTV-TD ngày 29/9/2020 
216,"Theo Quy chế số 575/HĐTV-TD ngày 29/9/2020 và các văn bản sửa đổi bổ sung, thẩm quyền miễn, giảm lãi tối đa của Hội đồng miễn, giảm lãi, phí tại Chi nhánh loại I hạng 2 đối với phần lãi trong hạn và phần lãi tính theo mức lãi suất trong hạn của thời gian quá hạn của 01 pháp nhân có nợ đã xử lý rủi ro dưới 5 năm là bao nhiêu? ",12 tỷ đồng ,10 tỷ đồng ,6 tỷ đồng ,8 tỷ đồng ,3,Khoản 3 Điều 7 QĐ 575/QĐ-HĐTV-TD ngày 29/9/2020
217,"Theo quy định số 2766/QyĐ-NHNo-TD ngày 14/11/2023, tại chi nhánh, hồ sơ bàn giao khoản nợ cho Bên mua nợ bao gồm những hồ sơ gì?",Thông báo chuyển giao quyền chủ nợ,Biên bản xác nhận và chuyển giao quyền chủ nợ,Biên bản giao nhận hồ sơ giữa Chi nhánh và Bên mua nợ,Tất cả đáp án trên,4,"Điểm c, khoản 1, Điều 14 Quy định số 2766/QyĐ-NHNo-TD ngày 14/11/2023"
218,"Theo Quy định 2766/QyĐ-NHNo-TD, Chi nhánh được áp dụng phương thức bán nợ thỏa thuận trong trường hợp nào sau đây?",Ngay khi có khách hàng đề nghị mua,Sau khi đã bán bằng phương thức đấu giá ít nhất 01 lần không thành,Khi giá trị khoản nợ dưới 01 tỷ đồng,Khi khách hàng nợ là người quen của cán bộ ngân hàng,2,"Điểm b, Khoản 2, Điều 16 Quy định số 2766-QyĐ-NHNo-TD ngày 14/11/2023"
219,Văn bản số 2096/HD-NHNo-TD ngày 7/2/2024 áp dụng đối với những đối tượng nào,"Các đơn vị, cá nhân trong hệ thống Agribank (trừ CN Agribank ở nước ngoài) có liên quan đến hoạt động xử lý nợ","Các đơn vị, cá nhân trong hệ thống Agribank (bao gồm CN Agribank ở nước ngoài) ",Chi nhánh Campuchia  ,,1, Khoản 1 Điều 1 văn bản số 2096/HD-NHNo-TD ngày 07/02/2024 
220,"Theo văn bản 2096/HD-NHNo-TD ngày 07/02/2024, đối với nợ xấu nội bảng, nợ đã bán cho VAMC thanh toán bằng trái phiếu đặc biệt dưới 1 năm, mức chi phí sử dụng dịch vụ xử lý nợ tối đa là bao nhiêu?", 10% giá trị thu hồi được của khoản nợ, 5% giá trị thu hồi được của khoản nợ, 15% giá trị thu hồi được của khoản nợ, 20% giá trị thu hồi được của khoản nợ,2,Khoản 1 Điều 2 văn bản số 2096/HD-NHNo-TD ngày 07/02/2024 
221,"Theo văn bản 2096/HD-NHNo-TD ngày 7/2/2024, đối với nợ xấu nội bảng, nợ đã bán cho VAMC thanh toán bằng trái phiếu đặc biệt từ 02 năm trở lên, mức chi phí sử dụng dịch vụ xử lý nợ tối đa là bao nhiêu?",Mức chi tối đa 10% giá trị thu hồi được của khoản nợ.,Mức chi tối đa 15% giá trị thu hồi được của khoản nợ.,Mức chi tối đa 20% giá trị thu hồi được của khoản nợ.,,1,Tiết iii Điểm a Khoản 1 Điều 2 văn bản số 2096/HD-NHNo-TD ngày 07/02/2024 
222,"Theo văn bản 2096/HD-NHNo-TD ngày 7/2/2024, đối với nợ đã XLRR dưới 3 năm, mức chi phí sử dụng dịch vụ xử lý nợ tối đa là bao nhiêu?", 10% giá trị thu hồi được của khoản nợ, 9% giá trị thu hồi được của khoản nợ,8% giá trị thu hồi được của khoản nợ,7% giá trị thu hồi được của khoản nợ,4,Khoản 1 Điều 2 văn bản số 2096/HD-NHNo-TD ngày 07/02/2024 
223,"Theo văn bản 2096/HD-NHNo-TD ngày 7/2/2024, đối với nợ đã XLRR từ 3 năm đến dưới 5 năm, mức chi phí sử dụng dịch vụ xử lý nợ để thu hồi nợ tối đa là bao nhiêu?", 10% giá trị thu hồi được của khoản nợ, 12% giá trị thu hồi được của khoản nợ, 14% giá trị thu hồi được của khoản nợ, 15% giá trị thu hồi được của khoản nợ,1,Khoản 1 Điều 2 văn bản số 2096/HD-NHNo-TD ngày 07/02/2024 
224,"Theo văn bản 2096/HD-NHNo-TD ngày 7/2/2024 mức chi phí xử lý nợ đã XLRR từ 5 năm trở lên,  tối đa là bao nhiêu?", 18% giá trị thu hồi được của khoản nợ, 17% giá trị thu hồi được của khoản nợ, 15% giá trị thu hồi được của khoản nợ, 16% giá trị thu hồi được của khoản nợ,3,Khoản 1 Điều 2 văn bản số 2096/HD-NHNo-TD ngày 07/02/2024 
225,"Theo nội dung sửa đổi, bổ sung tại Quy chế số 979/QC-HĐTV-TD ngày 23/8/2024, Trường hợp khách hàng có một phần nợ xấu nội bảng và một phần nợ xấu đã hạch toán ngoại bảng, thẩm quyền bán nợ được tính như đối với:",Nợ xấu đã hạch toán ngoại bảng,Nợ xấu hạch toán nội bảng,Agribank có thể lựa chọn phần nợ xấu nội bảng hoặc phần nợ xấu đã hạch toán ngoại bảng để xác định thẩm quyền bán nợ,,1,Điểm a Khoản 3 Điều 1 Quy chế số 979/QC-HĐTV-TD ngày 23/8/2024 (về sửa đổi Quy chế số 820/QC-HĐTV-TD ngày 31/10/2023)
226,"Theo văn bản 2096/HD-NHNo-TD ngày 7/2/2024, đối với nợ xấu nội bảng, nợ đã bán cho VAMC thanh toán bằng trái phiếu đặc biệt từ 01 năm đến dưới 02 năm, mức chi  phí sử dụng dịch vụ xử lý nợ tối đa là",Mức chi tối đa 8% giá trị thu hồi được của khoản nợ.,Mức chi tối đa 7% giá trị thu hồi được của khoản nợ.,Mức chi tối đa 10% giá trị thu hồi được của khoản nợ.,,2,Tiết ii Điểm a Khoản 1 Điều 2 văn bản số 2096/HD-NHNo-TD ngày 07/02/2024 
227,"Theo Quy chế 208/QC-HĐTV-TD, Chi nhánh phải báo cáo Tổng Giám đốc (qua Trung tâm QLN) về tiến độ, kết quả sử dụng dịch vụ xử lý nợ của AMC vào thời gian nào?",Định kỳ hàng tháng vào ngày 30,Trước ngày 15 tháng đầu mỗi quý,Trước ngày 20 của tháng cuối quý,Định kỳ hàng năm vào ngày 31/12,2,"Điểm b, Khoản 7, Điều 19 Quy chế số 208/QC-HĐTV-TD ngày 12 tháng 4 năm 2023 của HĐTV Agribank."
228,"Theo Quy chế 208/QC-HĐTV-TD, nội dung nào sau đây thuộc dịch vụ xử lý nợ xấu mà AMC thực hiện cho Agribank?",Quyết định miễn giảm lãi cho khách hàng thay Agribank,"Tìm kiếm, đàm phán với khách hàng, tư vấn hoàn thiện hồ sơ, bán TSBĐ để thu hồi nợ",Trích lập dự phòng rủi ro thay cho Chi nhánh,Phê duyệt phương án bán nợ của Chi nhánh,2,"Khoản 1, Điều 5 Quy chế số 208/QC-HĐTV-TD ngày 12 tháng 4 năm 2023 của HĐTV Agribank."
229,"Theo Quy chế số 820/QC-HĐTV-TD ngày 31/10/2023 và văn bản sửa đổi bổ sung, Giám đốc Chi nhánh loại I được quyết định bán khoản nợ xấu nội bảng thuộc thẩm quyền cấp tín dụng tại thời điểm cấp tín dụng  nếu giá bán nợ tối thiểu:",Bằng tổng giá trị nợ gốc ,Bằng tổng giá trị nợ (gốc + lãi),Bằng tổng 70% giá trị nợ (gốc + lãi),,1,Điểm b Khoản 3 Điều 1 Quy chế số 979/QC-HĐTV-TD ngày 23/8/2024 (về sửa đổi Quy chế số 820/QC-HĐTV-TD ngày 31/10/2023)
230,"Đối tượng áp dụng của Quy chế Mua, bán nợ số 820/QC-HĐTV-TD ngày 31/10/2023","Các đơn vị, cá nhân có liên quan thuộc Agribank.","Các tổ chức, cá nhân khác có liên quan đến việc mua, bán khoản nợ với Agribank.",Chi nhánh Agribank ở nước ngoài.,Đáp án 1 và 2,4,Điều 2 Quy chế số 820/QC-HĐTV-TD ngày 31/10/2023
231,"Theo quy định tại QĐ 3559/QyĐ-NHNo-TD ngày 18/10/2024, Việc Chuyển giao khoản nợ về Chi nhánh đầu mối xử lý nợ được áp dụng đối với các khoản nợ nào sau đây?",Nợ đã XLRR,Nợ bán VAMC,Nợ xấu nội bảng,Đáp án 1 và 2 ,4,Khoản 1 Điều 1 Quy định số 3559/QyĐ-NHNo-TD ngày 18/10/2024
232,"Theo quy định tại QĐ 3559/QyĐ-NHNo-TD ngày 18/10/2024 thì ""Khoản nợ chuyển giao"" được hiểu như thế nào?",Là nợ đã xử lý rủi ro,Là nợ đã bán cho VAMC thanh toán bằng trái phiếu đặc biệt,Là nợ xấu nội bảng,Là nợ đã xử lý rủi ro; là nợ đã bán cho VAMC thanh toán bằng trái phiếu đặc biệt,4,Khoản 2 Điều 2 Quy định số 3559/QyĐ-NHNo-TD ngày 18/10/2024
233,"Theo quy định tại QĐ 3559/QyĐ-NHNo-TD ngày 18/10/2024 thì ""Bên giao"" được hiểu như thế nào?",Là Trụ sở chính Agribank,"Là chi nhánh loại I đang trực tiếp quản lý khoản nợ chuyển giao hoặc đang quản lý chi nhánh loại II, Phòng giao dịch có khoản nợ chuyển giao",Là chi nhánh đầu mối xử lý nợ,Là Agribank chi nhánh loại II có khoản nợ xấu,2,Khoản 4 Điều 2 Quy định số 3559/QyĐ-NHNo-TD ngày 18/10/2024
234,Các trường hợp chuyển giao khoản nợ theo quy định tại QĐ 3559/QyĐ-NHNo-TD ngày 18/10/2024,Khoản nợ được chuyển giao theo danh mục trên cơ sở đề xuất của Trung tâm QLN,"Khoản nợ được chuyển giao nhằm xử lý, thu hồi nợ trên cơ sở đề xuất của Bên giao hoặc Bên nhận hoặc đơn vị khác tại Trụ sở chính (qua Trung tâm QLN) theo chức năng, nhiệm vụ được giao","Khoản nợ được chuyển giao theo chính sách, mục tiêu điều hành của Agribank từng thời kỳ",Cả 3 đáp án trên,4,Điều 6 Quy định số 3559/QyĐ-NHNo-TD ngày 18/10/2024
235,Theo quy định số 3559/QyĐ-NHNo-TD ngày 18/10/2024. Các bên thực hiện kiểm tra hiện trạng tài sản bảo đảm so với hồ sơ và dữ liệu đã được chuyển giao trong thời hạn tối đa bao nhiêu ngày kể từ ngày ký Biên bản chuyển giao khoản nợ?,25 ngày,30 ngày,45 ngày,60 ngày,2,Khoản 10 Điều 9 Quy định số 3559/QyĐ-NHNo-TD ngày 18/10/2024
236,"Theo quy định tại QĐ 3559/QyĐ-NHNo-TD ngày 18/10/2024, Việc xử lý thu hồi nợ đối với khoản nợ chuyển giao được xử lý như thế nào?","Ngay sau khi nhận chuyển giao khoản nợ, Bên nhận khẩn trương xây dựng và triển khai phương án xử lý nợ theo quy định của Agribank","Việc bổ sung, thay thế tài sản bảo đảm do Bên nhận thực hiện theo quy định của Agribank về bảo đảm cấp tín dụng",Cả đáp án 1 và 2,,3,Điều 10 Quy định số 3559/QyĐ-NHNo-TD ngày 18/10/2024
237,"Theo quy định tại QĐ 3559/QyĐ-NHNo-TD ngày 18/10/2024, Đối với khoản nợ đã chuyển giao, trường hợp khách hàng đến trụ sở Bên giao trả nợ được thực hiện như thế nào?","Trường hợp khách hàng yêu cầu Bên nhận thu nợ từ nguồn tiền trong tài khoản thanh toán của khách hàng mở tại Bên giao, Bên nhận phối hợp với bên giao thực hiện thu nợ cho khách hàng. ",Yêu cầu khách hàng trực tiếp đến Chi nhánh Bên giao trả nợ,"Trường hợp khách hàng đến trụ sở Bên giao để trả nợ, Bên giao có trách nhiệm hướng dẫn khách hàng chuyển tiền về Bên nhận để thu nợ ngay trong ngày. Bên nhận hạch toán, cập nhật vào hồ sơ tín dụng của khách hàng ngay trong ngày.",Đáp án 1 và 3,4,Điều 11 Quy định số 3559/QyĐ-NHNo-TD ngày 18/10/2024
238,"Theo quy định tại QĐ 3559/QyĐ-NHNo-TD ngày 18/10/2024, Việc xử lý số tiền thu được đối với khoản nợ chuyển giao được xử lý như thế nào?","Toàn bộ số tiền thu được sau khi trừ đi chi phí xử lý nợ của Bên giao, Bên nhận theo quy định của Agribank và thực hiện nghĩa vụ với Nhà nước, được dùng để thu nợ của khách hàng và hạch toán trên cân đối của Bên nhận",Việc phân chia thu nhập từ số tiền thu nợ thực hiện theo quy định của Tổng Giám đốc từng thời kỳ,"Toàn bộ số tiền thu được sau khi trừ đi chi phí xử lý nợ và thực hiện nghĩa vụ đối với Nhà nước, được dùng để thu nợ của khách hàng và hạch toán trên cân đối của Bên giao",Đáp án 1 và 2 ,4,Điều 12 Quy định số 3559/QyĐ-NHNo-TD ngày 18/10/2024
239,"Theo quy định tại QĐ 3559/QyĐ-NHNo-TD ngày 18/10/2024, Việc giải chấp TSBĐ sau khi thu hồi  khoản nợ chuyển giao được xử lý như thế nào?",Bên nhận thực hiện giải chấp tài sản bảo đảm theo quy định của Agribank,Bên giao thực hiện giải chấp TSBĐ theo quy định của Agribank,"Bên nhận thực hiện việc xóa đăng ký giao dịch bảo đảm hoặc gửi văn bản đề nghị Bên giao xóa đăng ký giao dịch bảo đảm, Bên giao có nghĩa vụ thực hiện xóa đăng ký theo đề nghị",Đáp án 1 và 3 ,4,Điều 13 Quy định số 3559/QyĐ-NHNo-TD ngày 18/10/2024
240,"Căn cứ Quy định số 2268/QyĐ- NHNo-TD ngày 19/9/2023, Thứ tự thu nợ đối với khách hàng có cả dư nợ nội bảng, ngoại bảng như thế nào là đúng?","Thu nợ ngoại bảng trước, thu nợ nội bảng sau","Thu nợ nội bảng trước, thu nợ ngoại bảng sau; Khoản nợ đến hạn trước thu trước, khoản nợ đến hạn sau thu sau.","Thu nợ theo đề xuất của khách hàng; Khoản nợ đến hạn trước thu trước, khoản nợ đến hạn sau thu sau",Thứ tự thu nợ được thực hiện  theo chỉ đạo của Giám đốc Agribank nơi cho vay,2,"Điểm a, Khoản 2 Điều 60 Quy Định số 2268/QyĐ- NHNo-TD ngày 19/9/2023"
